Back to Contents,Data 1: Total Products Exports by Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,MPEEXUS1,MTXEX_NUS-NAF_1,MTXEX_NUS-NAL_1,MTXEX_NUS-NAG_1,MTXEX_NUS-NAN_1,MTXEX_NUS-NAO_1,MTXEX_NUS-NAV_1,MTXEX_NUS-NAC_1,MTXEX_NUS-NAR_1,MTXEX_NUS-NAE_1,MTXEX_NUS-NAA_1,MTXEX_NUS-NAS_1,MTXEX_NUS-NAU_1,MTXEX_NUS-NAJ_1,MTXEX_NUS-NBG_1,MTXEX_NUS-NBF_1,MTXEX_NUS-NBA_1,MTXEX_NUS-NBB_1,MTXEX_NUS-NBO_1,MTXEX_NUS-NBE_1,MTXEX_NUS-NBH_1,MTXEX_NUS-NBN_1,MTXEX_NUS-NBL_1,MTXEX_NUS-NBK_1,MTXEX_NUS-NBC_1,MTXEX_NUS-NBR_1,MTXEX_NUS-NIO_1,MTXEX_NUS-NBX_1,MTXEX_NUS-NBU_1,MTXEX_NUS-NUV_1,MTXEX_NUS-NBM_1,MTXEX_NUS-NBD_1,MTXEX_NUS-NCB_1,MTXEX_NUS-NCM_1,MTXEX_NUS-NCA_1,MTXEX_NUS-NCV_1,MTXEX_NUS-NCJ_1,MTXEX_NUS-NCD_1,MTXEX_NUS-NCI_1,MTXEX_NUS-NCH_1,MTXEX_NUS-NCK_1,MTXEX_NUS-NCO_1,MTXEX_NUS-NCN_1,MTXEX_NUS-NCF_1,MTXEX_NUS-NCG_1,MTXEX_NUS-NCS_1,MTXEX_NUS-NHR_1,MTXEX_NUS-NCU_1,M_EPP0_EEX_NUS-NUC_MBBL,MTXEX_NUS-NCY_1,MTXEX_NUS-NCZ_1,MTXEX_NUS-NDA_1,MTXEX_NUS-NDJ_1,MTXEX_NUS-NDO_1,MTXEX_NUS-NDR_1,MTXEX_NUS-NEC_1,MTXEX_NUS-NEG_1,MTXEX_NUS-NES_1,MTXEX_NUS-NEK_1,MTXEX_NUS-NER_1,MTXEX_NUS-NEN_1,MTXEX_NUS-NWZ_1,MTXEX_NUS-NET_1,MTXEX_NUS-NFK_1,MTXEX_NUS-NFJ_1,MTXEX_NUS-NFI_1,MTXEX_NUS-NFR_1,MTXEX_NUS-NFG_1,MTXEX_NUS-NFP_1,MTXEX_NUS-NFS_1,MTXEX_NUS-NGB_1,MTXEX_NUS-NGA_1,MTXEX_NUS-NGG_1,MTXEX_NUS-NGM_1,MTXEX_NUS-NGH_1,MTXEX_NUS-NGI_1,MTXEX_NUS-NGR_1,MTXEX_NUS-NGL_1,MTXEX_NUS-NGJ_1,M_EPP0_EEX_NUS-NGP_1,MTXEX_NUS-NGT_1,MTXEX_NUS-NGV_1,MTXEX_NUS-NPU_1,MTXEX_NUS-NGY_1,MTXEX_NUS-NHA_1,MTXEX_NUS-NHO_1,MTXEX_NUS-NHK_1,MTXEX_NUS-NHU_1,MTXEX_NUS-NIC_1,MTXEX_NUS-NIN_1,MTXEX_NUS-NID_1,MTXEX_NUS-NIR_1,MTXEX_NUS-NIZ_1,MTXEX_NUS-NEI_1,MTXEX_NUS-NIS_1,MTXEX_NUS-NIT_1,MTXEX_NUS-NIV_1,MTXEX_NUS-NJM_1,MTXEX_NUS-NJA_1,MTXEX_NUS-NJO_1,MTXEX_NUS-NKZ_1,MTXEX_NUS-NKE_1,MTXEX_NUS-NKR_1,MTXEX_NUS-NKS_1,MTXEX_NUS-NKG_1,MTXEX_NUS-NKT_1,MTXEX_NUS-NKU_1,MTXEX_NUS-NLA_1,MTXEX_NUS-NLG_1,MTXEX_NUS-NLE_1,MTXEX_NUS-NLI_1,MTXEX_NUS-NLY_1,MTXEX_NUS-NLS_1,MTXEX_NUS-NLH_1,MTXEX_NUS-NLU_1,MTXEX_NUS-NMC_1,MTXEX_NUS-NMK_1,MTXEX_NUS-NMA_1,MTXEX_NUS-NMI_1,MTXEX_NUS-NMY_1,MTXEX_NUS-NMV_1,MTXEX_NUS-NML_1,MTXEX_NUS-NMT_1,MTXEX_NUS-NRM_1,MTXEX_NUS-NMB_1,MTXEX_NUS-NMR_1,MTXEX_NUS-NMP_1,MTXEX_NUS-NMX_1,MTXEX_NUS-NFM_1,MTXEX_NUS-NMQ_1,MTXEX_NUS-NMD_1,MTXEX_NUS-NMN_1,MTXEX_NUS-NMG_1,M_EPP0_EEX_NUS-NMJ_1,MTXEX_NUS-NMH_1,MTXEX_NUS-NMO_1,MTXEX_NUS-NMZ_1,MTXEX_NUS-NWA_1,MTXEX_NUS-NNP_1,MTXEX_NUS-NNL_1,MTXEX_NUS-NNA_1,MTXEX_NUS-NNC_1,MTXEX_NUS-NNZ_1,MTXEX_NUS-NNU_1,MTXEX_NUS-NNG_1,MTXEX_NUS-NNI_1,MTXEX_NUS-NNE_1,MTXEX_NUS-NNO_1,MTXEX_NUS-NMU_1,MTXEX_NUS-NPK_1,MTXEX_NUS-NPS_1,MTXEX_NUS-NPM_1,MTXEX_NUS-NPP_1,MTXEX_NUS-NPF_1,MTXEX_NUS-NPA_1,MTXEX_NUS-NPE_1,MTXEX_NUS-NRP_1,MTXEX_NUS-NPL_1,MTXEX_NUS-NPO_1,MTXEX_NUS-NPZ_1,MTXEX_NUS-NQA_1,MTXEX_NUS-NRO_1,MTXEX_NUS-NRS_1,MTXEX_NUS-NSC_1,MTXEX_NUS-NST_1,MTXEX_NUS-NSB_1,MTXEX_NUS-NVC_1,MTXEX_NUS-NWS_1,MTXEX_NUS-NSM_1,MTXEX_NUS-NTP_1,MTXEX_NUS-NSA_1,MTXEX_NUS-NSG_1,M_EPP0_EEX_NUS-NRI_MBBL,MTXEX_NUS-NYI_1,MTXEX_NUS-NSE_1,MTXEX_NUS-NSL_1,MTXEX_NUS-NSN_1,M_EPP0_EEX_NUS-NNN_MBBL,MTXEX_NUS-NSK_1,MTXEX_NUS-NSI_1,MTXEX_NUS-NBP_1,MTXEX_NUS-NSF_1,MTXEX_NUS-NSP_1,MTXEX_NUS-NPG_1,MTXEX_NUS-NCE_1,MTXEX_NUS-NNS_1,MTXEX_NUS-NSW_1,MTXEX_NUS-NSZ_1,MTXEX_NUS-NSY_1,MTXEX_NUS-NTW_1,MTXEX_NUS-NTZ_1,MTXEX_NUS-NTH_1,MTXEX_NUS-NTN_1,MTXEX_NUS-NTO_1,MTXEX_NUS-NTD_1,MTXEX_NUS-NTS_1,MTXEX_NUS-NTU_1,MTXEX_NUS-NTX_1,MTXEX_NUS-NTK_1,MTXEX_NUS-NUG_1,MTXEX_NUS-NUR_1,MTXEX_NUS-NTC_1,MTXEX_NUS-NUK_1,MTXEX_NUS-NUY_1,MTXEX_NUS-NUZ_1,MTXEX_NUS-NNH_1,MTXEX_NUS-NVE_1,MTXEX_NUS-NVM_1,MTXEX_NUS-NVI_1,MTXEX_NUS-NVQ_1,MTXEX_NUS-NYE_1,MTXEX_NUS-NWI_1,MTXEX_NUS-NYO_1
Aug-2009,64595,0,,292,,1,,0,914,,1,329,0,,,2446,2,47,,407,35,296,1,0,,2098,,,212,,1,,0,0,6416,,123,,2316,674,,974,,,,1266,,,,0,0,0,,0,256,2367,1689,328,5,,0,,0,,0,4,555,,,,,,0,290,0,1132,217,,0,72,929,0,,1,3,318,3,0,0,1524,1,,1,182,3,353,438,360,2474,2,0,,,822,,,1,,1,640,1,3,,0,,0,,,,18,,,201,,,0,,9566,0,137,,,0,,,651,62,144,,5811,202,,1,4,,594,,45,1,214,,2109,,,0,1125,1,1,193,545,0,0,6,0,1,,0,0,,,38,476,,,,,2567,,,,,46,1772,,0,1,2,1,,21,,6,,,22,0,902,0,17,,,8,1940,2,,,1062,3,0,251,0,,
Sep-2009,61886,,0,214,,0,,0,132,,3,229,0,,,1293,2,1,,1556,73,,1,0,,1773,,0,104,,226,0,,0,5203,,283,0,1755,216,,1581,,0,0,731,58,,,,0,143,,0,1009,757,199,78,0,,0,,,,,8,1036,,,,0,,0,22,0,2134,356,,0,166,1285,0,,1,6,550,7,0,24,225,5,,0,1,124,922,1,231,2035,1,1,0,,211,,,2,,176,398,,4,,0,,,,,,25,,,,,,,,10343,0,140,,,,,,1303,49,,,6724,643,,74,1,,65,0,32,1,1,,2115,,0,2,577,2,0,0,639,0,0,4,0,2,,0,0,,,10,128,,,,0,4629,,,,,244,1059,,0,1,2,0,,69,,241,,2,43,271,1419,,10,0,0,409,1697,47,,,735,6,0,567,,,
Oct-2009,66666,1,,0,,1,,0,128,,,239,0,,,1758,2,1,,922,42,274,2,,,2580,,,211,,74,,0,0,4960,,145,,1889,686,,1344,,0,,1018,,,,0,0,0,,0,1290,2165,664,233,0,,0,,,,0,266,1182,,,,,,,466,0,909,265,,0,108,1507,,,2,3,611,8,0,27,743,1,,1,150,315,1615,0,203,1757,1,1,0,,1498,,,5,,1,727,,14,,0,,,,,,30,,,89,,,0,0,9941,,114,0,0,0,,,357,50,,,4726,421,0,85,4,,596,,57,1,1,,3158,,0,3,379,1,180,69,665,0,0,6,,0,,0,0,,,46,208,,,,,6168,,,,,42,1476,,,1,3,0,,56,,6,0,210,26,0,2140,,18,,0,239,1402,201,,,359,2,1,108,0,,
Nov-2009,59505,0,0,,,2,0,0,479,,0,256,0,,,820,2,34,0,499,42,,2,0,,1726,,0,2,,148,,,0,5962,,112,,2226,926,,1188,,0,0,1452,0,,,,0,0,,0,882,2502,0,159,1,,0,,0,,,390,1505,,,,0,,,371,0,1941,584,,0,45,1612,0,,1,15,1037,7,,,83,9,,0,58,325,924,1,236,1731,1,0,0,,398,,,1,,0,374,,12,,,,,,,,5,,,,0,,,,9449,0,218,,,0,,,716,50,,,6777,732,0,56,5,,1,,42,0,0,,2478,,0,2,356,2,0,429,1132,27,,4,0,0,0,0,0,,,108,0,,,,0,2145,,,18,,106,557,,0,2,1,10,,42,0,5,0,,22,438,828,,19,,0,551,546,2,,,529,9,0,0,0,,
Dec-2009,59865,0,,0,,2,,0,38,,634,385,0,,,1324,1,1,,86,41,,1,0,,3162,,0,0,,57,0,,0,5385,,121,,1350,1345,,1204,,0,0,846,54,,,0,0,0,,,1537,2521,281,374,0,,158,,0,,,3,1529,,,,0,,0,662,0,1234,0,,,107,1113,0,,1,5,1020,2,0,28,471,1,,0,1,643,761,1,182,2711,1,1,0,,696,,,3,,1,132,1,1,,,,0,,,,4,,,,,,,400,12599,,195,,,,,0,696,53,,,1708,827,,1,4,,666,,16,0,0,,2716,,0,4,738,2,0,194,175,0,182,5,0,0,,,0,,,6,,,,,,1933,,,,,190,835,0,0,0,1,0,,42,,14,,,26,0,1283,,26,,,123,886,4,,,759,1,0,326,,,
Jan-2010,57789,0,,2,,1,,1,265,,1,457,0,0,,1241,1,2,,397,42,,2,,,1728,,,,,,276,,0,6689,,149,,2701,1652,,1984,,,0,905,272,,,0,0,0,0,0,808,3120,201,187,1,,,,,,,4,174,,0,,,,0,338,1,286,398,,0,50,920,0,,1,1,1187,10,,41,183,2,,1,152,324,931,3,253,3009,0,0,,,705,,,1,,0,742,0,0,,1,,0,,,,14,,,195,0,179,,,9919,0,,,,,,,1354,55,,,1215,737,,90,184,,281,,53,0,1,,2090,,,3,692,1,0,368,13,116,0,6,0,210,,0,0,,,7,0,,,,0,3844,,,0,,171,831,,,1,7,1,,20,,5,0,,28,226,750,,26,,,2,497,1,,,465,4,0,321,,,
Feb-2010,55328,0,,0,,0,,0,643,,1,163,0,,0,2054,0,35,,392,38,,1,,,2467,,,174,,,0,,0,5091,,96,0,1856,1027,,2202,,,,1110,2,,,0,0,0,,0,1138,1032,288,393,0,,0,,0,,0,2,947,,,,0,,,50,0,,216,,0,76,977,0,,2,3,1474,2,0,,486,8,,3,2,324,198,2,188,1629,0,0,0,,363,0,,3,,1,432,1,1,,0,,,,0,,5,,,271,0,149,,,10665,0,,0,,0,,,1087,114,,,1696,420,,94,3,,522,,126,3,1,,2357,0,,2,696,3,0,0,142,115,0,7,0,0,,,0,,,8,0,,,,,5175,,,63,,50,1063,,0,2,2,1,,10,,17,,,17,276,893,,23,,0,567,601,3,,,163,1,,318,0,,
Mar-2010,65227,0,,0,,0,0,0,304,,394,171,0,0,,1917,1,2,,649,82,,4,0,,3280,,0,0,,,0,0,1,5712,,108,,2684,1703,,2175,,0,,1156,1,,,0,0,2,0,,851,2200,211,650,0,,0,,,,,1,1017,,1,,,,0,9,0,704,170,,0,69,1140,,,1,4,1123,4,0,35,456,4,,0,5,636,1461,1,346,1286,1,0,0,,228,0,,9,,2,530,,0,,1,,,,0,,10,,,68,0,83,0,0,13914,0,,,,0,,,248,61,,,889,1560,1,78,8,,1132,,60,0,1,,3638,,,4,421,2,0,0,101,0,251,9,0,1,,0,0,,,27,313,,,,0,4493,,,0,,97,1473,,0,1,2,1,,11,,8,0,212,56,272,526,1,22,,0,193,546,5,,,595,0,0,324,0,,
Apr-2010,71879,0,0,0,,1,0,8,586,,93,269,0,0,0,1962,0,1,,132,83,,2,0,,4372,,,,,,149,,0,6151,,109,,1947,1413,,2282,,0,,1011,55,,,,0,0,,0,1052,1837,296,702,0,,,,,,,1,947,,,,150,,,587,279,1787,497,,0,94,1348,0,,3,6,1290,4,0,35,183,9,,0,96,324,1264,1,253,2934,1,0,0,,243,,,2,,0,810,,0,,0,,,,0,,6,,,375,,152,0,0,15136,0,,,,0,,,264,120,,,2910,970,,1,40,,844,,133,1,1,,2434,,,3,1953,2,0,193,112,0,0,6,1,1,,,0,,,7,,0,,,0,4351,,,,,182,923,,0,1,2,67,,8,,7,,,6,0,1479,0,26,,0,207,777,4,,,484,2,0,23,1,,
May-2010,73251,0,,0,,1,,5,1178,,573,249,0,,,2512,1,2,,326,74,,2,,,2566,,,217,,,27,0,,5546,,159,,3120,1252,,2270,,0,,1363,1,,,,1,0,,0,1084,2318,1,247,0,,0,,,,,7,1382,,1,,0,,,52,,2660,247,,0,125,1262,0,,1,142,1131,4,0,25,287,5,,0,1,637,1987,1,426,4341,2,1,0,,215,,,18,,0,953,,0,,0,,,,,,58,0,,916,,157,,,10798,0,,,,,0,0,785,55,,,3944,1488,,68,6,,593,,56,0,0,,3286,0,,390,79,2,1,199,228,103,3,6,0,0,,0,0,,,12,0,0,,,,3448,,,0,,181,1484,,0,1,2,1,,50,,14,0,211,13,1,1816,,25,,1,45,873,4,2,,515,4,,314,1,,
Jun-2010,68180,0,0,0,,0,,0,599,,327,284,0,0,0,1744,0,1,1,292,106,,2,,,4468,,,0,,,148,,2,5629,,72,0,3253,2293,,1270,,,,1082,54,,,0,1,152,,0,661,2717,1,434,0,,0,,0,,,5,913,,0,,0,,0,620,0,1047,274,,0,97,399,0,0,2,4,996,5,0,17,17,1,,0,1,5,1294,1,258,2890,1,1,,,621,0,,2,0,1,474,,,,,,,,0,,396,,,,0,260,,,13023,,,0,,,,0,936,99,,,5854,1512,,56,5,,369,,73,1,0,,2417,,,211,239,23,0,217,1095,1,0,16,1,304,,0,0,,,11,206,,,,,1747,,,,,345,1220,,2,1,413,133,,31,,9,0,,14,267,742,,19,,0,4,297,5,4,,55,3,,3,1,,
Jul-2010,75859,0,,,,1,0,1,299,,0,513,0,0,0,1851,117,1,,187,74,,2,,,7658,,0,7,,,144,0,0,6066,,184,,3354,432,,1713,,0,0,955,337,,,0,0,353,,0,921,2961,1258,118,0,,0,0,,,,366,1122,,0,,,0,,319,1,716,0,,0,91,824,0,,1,4,1168,7,0,0,51,2,,1,1,617,1098,1,396,2891,1,1,,,808,,,3,,1,869,,1,,0,,,,0,,739,,,625,0,91,298,0,14479,0,,,,0,,0,422,,,,4759,93,,59,3,,2,,128,1,2,,1664,0,,2,1109,2,0,199,596,15,241,8,1,155,,0,0,,,13,195,,,,0,3667,,0,,,133,1831,,0,1,2,137,,5,0,11,0,,38,526,1156,,23,,0,56,640,6,0,,846,8,0,3,0,,
Aug-2010,73606,0,,0,,1,0,0,434,,639,267,0,,,1327,2,1,,959,125,,1,0,,5005,,,214,,,230,,0,5179,,90,,1277,1097,,1852,,0,,664,54,,,,0,537,,0,471,3281,693,102,0,,0,,,,0,9,728,,,,0,,0,347,1,1370,810,,0,70,650,,,1,4,895,7,0,70,360,4,,0,113,647,785,0,381,3115,2,0,0,,367,0,,2,,2,1110,,0,,0,,,,,,63,,0,929,0,152,0,,11561,0,,,,0,,,598,111,0,,5743,727,,56,4,,286,,66,0,1,,2665,0,,14,934,70,0,192,278,97,0,7,0,745,,0,,,,13,210,,,,0,6445,,,0,,423,1270,,0,1,412,122,,12,,11,,2,6,,845,0,21,,0,30,351,8,,,1431,3,0,331,0,,
Sep-2010,68499,0,,0,,0,,0,646,,0,302,0,,0,1007,0,1,,691,68,,1,,,4780,,,,0,,70,,0,6504,,75,,2546,1630,,1332,,0,,841,0,,,,0,1,0,10,1245,1650,406,168,0,,,0,,,,168,126,,0,,0,,0,1228,1,1891,212,,,18,567,0,,1,5,1001,6,0,28,137,2,,0,26,324,1416,1,477,1950,0,1,,,333,0,,1,,1,691,,0,,0,,,,0,,10,,,558,0,160,,,9803,0,,0,,0,,,1698,110,,,7948,1384,,276,29,,510,,96,1,1,,2177,,,3,892,1,1,411,266,,0,15,0,1044,,0,,,,4,0,0,,,0,3569,,,,,88,672,,,2,1,0,,42,,7,0,1,35,270,532,,20,,0,6,379,4,,,615,3,0,270,0,,
Oct-2010,76152,2,0,0,,1,,0,876,,5,373,0,,,1642,0,2,,1613,51,,3,0,,4218,,,,0,,149,,0,6022,,153,0,1298,1254,,2130,,,0,509,1,,,0,0,432,,1,666,2369,357,96,0,,0,,,,,5,1185,,0,,0,,0,679,0,1971,0,,,123,866,,,6,18,1488,6,,28,607,4,,0,1,659,937,0,434,2821,378,2,,,327,0,,1,,0,347,,0,,,,,,0,,4,,,179,2,141,1,,15656,0,,,,0,,,1430,55,,0,9148,858,,67,5,,282,,55,0,1,,3299,0,,7,1449,24,1,236,489,0,2,9,,4,,0,0,,,3,,0,,,,1615,,,119,,40,855,,0,1,2,276,,9,,9,,,23,0,800,0,17,,0,28,894,180,,,469,4,0,280,1,,
Nov-2010,77002,0,,,,1,0,130,464,,384,234,0,0,,1554,1,1,,188,108,,2,0,,2254,,,,,0,91,,0,5612,,180,,1110,1923,,2164,,,0,730,57,,,0,0,0,0,0,1598,2485,127,100,0,,,,,,,135,2788,,0,,0,,,2192,0,1739,0,0,0,63,923,0,,0,18,1186,1,0,21,549,2,,0,1,6,1539,1,342,2932,1,1,0,,22,,,1,,3,482,,0,,0,,,,,,427,,,,0,165,,,16548,0,,,,0,,,138,113,,,9556,1747,0,95,4,0,309,,71,1,0,,2611,,,5,1269,4,0,193,453,1,0,15,1,0,,0,0,,,6,,0,,,,3167,,,,,181,906,,0,2,249,0,1,32,0,9,,,23,212,713,,21,,0,4,459,2,,,832,3,0,1,0,,
Dec-2010,80716,0,,0,,0,0,1,657,,161,278,0,0,,771,1,1,,1136,68,,1,0,,2261,,,0,,,2,,0,5763,,81,,2242,3217,,2195,,,0,877,0,,,,0,144,,0,1649,2020,257,292,0,,0,,,,,6,1986,,0,,0,0,0,1030,0,1624,72,,0,56,1209,0,,1,5,953,3,0,28,359,10,,4,0,671,633,1,505,2466,1,1,0,,489,0,,2,,0,437,,1,,0,,0,,0,,3,0,,214,,91,,,21939,,,,,,,,477,55,,,6469,420,0,1,7,,886,,129,1,6,,2581,,,3,1014,66,0,0,21,0,1,15,0,130,,0,0,,,13,266,0,,,0,5298,,0,,,136,507,,0,2,2,0,0,7,,6,,,288,273,548,,27,,1,351,721,3,1,,875,2,0,226,0,,
Jan-2011,83029,1,,1,,1,0,1,492,,649,397,0,,,1519,291,0,,1309,43,,3,0,,3882,,,460,,,228,0,0,7753,,131,,2890,1523,,1866,,0,,1106,0,,,0,0,156,,0,1264,2531,1,322,0,,0,,,,0,133,1481,,,,162,,,600,1,2587,297,,0,118,1458,0,,2,19,1596,2,0,44,459,2,,0,211,351,1254,1,424,1693,2,0,11,,286,,,3,,2,966,11,0,,0,,,,,,261,,,226,0,214,,,16873,0,,0,,0,,,621,108,,0,6581,1980,,83,18,,505,,66,1,1,,3517,,,3,1005,1,0,584,13,95,0,10,0,67,,0,0,,,8,266,,,,0,3944,,0,,,120,1226,,1,2,3,53,,5,0,9,,,20,0,267,,19,0,0,552,228,3,2,,464,1,0,1,1,,
Feb-2011,72919,1,0,0,,1,0,58,748,,466,363,0,0,,1547,0,44,,1253,107,,2,,,2595,,,,,,103,0,0,6926,,83,,1911,1282,,2418,,0,,563,304,,,0,1,0,,0,1112,1466,1,438,1,,,,,,,2,2819,8,0,,0,,476,29,0,1564,283,,0,66,1586,,,2,6,1366,8,0,1,438,8,,4,156,316,1625,0,162,1893,1,1,,,323,,,5,,1,523,,1,,,,,,,,18,,,226,0,90,,,14326,1,,,,0,,,248,,0,0,5045,1705,,56,188,,717,,99,6,11,,2150,,,124,908,1,0,0,69,1,,7,1,159,,0,,,,6,,0,,,0,4010,,0,,,50,1350,,,2,3,273,,59,,7,,,17,197,880,,25,,1,1723,331,5,10,,337,6,,1,2,,
Mar-2011,83583,0,,0,,1,1,0,20,,2,374,0,0,,1814,0,1,,1111,134,,3,,,4278,,,,0,,141,,0,8330,,104,,4614,1545,,1412,,,0,666,15,,,,1,155,,0,1347,1935,2,668,1,,0,,,,,125,1478,,,,0,,0,329,1,1225,17,,0,193,1879,169,,2,15,1520,8,0,28,47,4,,3,2,365,1310,,259,2592,1,1,0,0,907,,,19,,1,1234,,,,0,,,,0,,69,0,,225,0,175,,,19274,,,,,1,,,1081,96,0,,5192,1683,0,101,7,,955,,79,1,1,,3186,0,,7,374,3,0,224,21,1,1,12,1,49,,0,0,,,97,0,,,,0,2230,,,,,364,2095,,0,2,29,317,,42,,15,,183,42,0,884,,25,0,1,140,922,18,0,,928,8,0,10,0,,
Apr-2011,90915,0,,0,,1,1,1,814,0,1,199,0,0,0,616,0,1,,209,52,,3,0,,3609,,,17,,,0,,0,10750,,88,0,4918,1461,,2005,,0,0,1065,59,,,,2,1,0,0,1401,1457,152,823,0,,240,,,,,4,2754,,0,,0,,3,472,0,1555,284,,0,127,1620,188,,1,6,1218,8,0,338,436,2,,0,0,660,906,,501,1477,1,1,0,,325,0,,4,,1,694,0,,,0,,,,,,163,,,486,0,175,,,19143,0,,0,,0,,,785,88,,,8599,32,,56,8,,486,,96,1,1,,3591,,,14,1489,75,0,0,85,116,196,16,1,0,,0,,,,15,,0,,,,2975,,0,,,1046,1922,,1,1,3,854,,15,,23,0,,19,471,1240,,23,0,0,918,956,4,30,,1161,2,0,2,0,,
May-2011,83640,1,,200,,4,1,1,1472,,238,418,0,0,,1793,143,45,,276,95,,2,,,4190,,,212,,,180,0,0,10106,,171,0,4931,1331,,1253,,,0,1031,1,,0,0,1,165,,3,1237,1613,209,639,0,0,245,,,,,239,603,,0,,,,1,64,271,1624,511,,0,43,1581,0,,2,8,1385,4,,42,38,8,,0,1,214,1070,,366,1949,1,1,11,,863,,,4,,0,588,,,,0,,,,0,,170,,,226,,32,,,18061,0,,,,0,,,346,66,,,9682,,,1,23,,645,,66,1,11,,2614,0,,9,1004,2,1,0,67,0,0,8,0,250,,,,,,352,,0,,,,1691,0,,0,,45,1254,,1,1,0,0,,51,,17,,,519,0,831,,20,,0,7,981,7,0,,544,1,0,327,1,,
Jun-2011,80408,0,0,243,,4,0,4,2127,0,375,381,0,0,,1274,0,1,,482,77,,2,,,3378,,0,0,,,114,,0,10522,,83,,3737,1263,,1611,,0,,1031,58,,2,,2,153,,5,1374,1529,346,317,0,,239,,0,,0,118,1027,7,0,,,,0,114,275,1899,541,,1,203,1770,,0,2,3,1104,2,0,,26,127,,1,2,657,1489,1,340,2364,1,1,,,258,0,,5,,,524,1,,,,0,,,,,510,,,210,0,104,,,15636,0,,,,1,,,1593,109,,0,4888,,0,69,36,,117,,126,2,2,,1884,,,4,780,4,0,387,69,108,0,10,0,50,,0,0,,,14,0,,,,0,3471,0,,0,,124,1141,,0,1,3,1,,46,,169,0,,25,272,2290,,24,0,4,50,1014,8,1,,1114,1,10,324,,,
Jul-2011,92374,0,,0,,2,0,0,2466,,32,291,0,0,0,1182,1,1,,1406,292,,2,,,4830,,,,,,2,,0,10187,,132,,4391,816,,1395,,0,0,2059,0,,62,,1,309,0,1,1541,1120,669,541,0,,0,,,,0,133,1813,,0,,0,0,0,53,1,1858,320,,0,,1910,0,,3,84,1516,7,,310,740,8,,0,1,28,2131,1,359,4501,1,0,,,456,0,,2,,1,1271,,0,,,,,0,,,7,,,837,0,64,,,13914,,,,,0,,,1043,166,,,7048,,,86,4,,421,,86,88,2,,3759,0,,2,1040,95,0,0,17,0,0,18,0,0,,0,0,,,14,2,0,,,0,3920,0,0,0,,155,3239,,0,1,1,56,,6,,9,0,,33,,2095,,25,,0,847,946,3,,,757,6,0,322,0,,
Aug-2011,92028,1,,204,,1,0,0,633,,330,404,0,0,0,1385,0,43,0,1583,127,254,2,,,5122,,0,16,,,120,,,9397,,129,0,3217,1098,,1759,,0,,1068,273,,493,0,1,120,,0,906,1695,2,531,1,,28,,,,0,3,1756,,0,,0,,0,1242,0,947,301,,,,1900,193,,3,4,1555,2,0,1,555,11,,0,64,947,843,185,280,2672,1,2,10,,26,0,,5,,2,896,,,,,,0,,0,,35,0,,791,0,62,,,15256,0,,,,1,,,951,78,0,,7948,,,103,7,,547,,117,2,10,0,3857,,,5,1447,13,2,0,23,118,301,8,0,0,,0,0,,,13,,0,,,0,6573,0,0,300,,127,2705,,0,2,2,0,,4,,7,0,220,26,,1981,,22,,0,38,1246,3,1,,1405,1,0,320,,,
Sep-2011,94158,0,,374,,0,,5,1230,,60,320,0,0,0,397,0,0,,230,32,0,1,,,7317,,0,335,,,131,,0,9751,,100,0,3621,2287,,1533,,,,1240,0,,2,95,0,0,,5,1319,2272,0,201,1,,0,,,,0,394,920,,0,,0,,0,349,0,1220,0,,0,81,1126,197,,4,5,1153,14,,296,569,4,,,2,7,835,0,614,2514,195,0,0,0,213,,,0,,0,855,,,,,,,,,,28,,,771,,97,40,,18315,0,,,,0,,,1453,54,0,,9943,,0,7,5,,707,,378,0,213,,2789,,,8,315,3,0,143,69,0,0,20,0,1,,1,0,,,24,0,0,,,0,5279,1,,300,,51,1919,,0,1,2,0,,32,1,5,0,,24,0,3293,,20,,,450,1779,253,0,,604,8,0,318,1,,
Oct-2011,94759,0,,200,,2,,70,908,,346,306,0,0,0,1918,1,41,,1271,66,,2,,,7977,,0,0,,,72,,1,8384,,79,,3362,4077,,2206,,,,1141,57,,363,0,0,153,,0,730,1646,1,492,1,,0,,,,0,399,319,,0,,0,,0,1593,0,3320,0,,0,223,515,0,,4,5,1192,2,0,,868,10,,,1,518,1545,,585,2351,1,1,,,555,0,,1,,1,873,,,,,,,,0,,488,,,585,0,19,453,,18360,0,,,,0,,,266,123,,,8863,,,227,3,,119,,449,1,1,,3055,,,5,1316,129,2,153,22,116,1,5,,290,,0,,,,72,,,,,0,2246,0,0,,,124,1129,,0,1,1,1,,30,0,16,,,315,0,3049,,18,,0,6,604,285,,,1055,2,0,1,,,
